date	day_of_week	brand	cnt
388	6	4	59
388	6	5	25
389	1	1	625
389	1	2	283
389	1	3	270
389	1	4	375
389	1	5	379
390	2	1	824
390	2	2	399
390	2	3	415
390	2	4	586
390	2	5	624
391	3	1	434
391	3	2	301
391	3	3	290
391	3	4	465
391	3	5	443
392	4	1	232
392	4	2	214
392	4	3	152
392	4	4	215
392	4	5	311
393	5	1	372
393	5	2	307
393	5	3	270
393	5	4	351
393	5	5	200
394	6	1	42
394	6	2	46
394	6	4	59
394	6	5	75
395	1	1	473
395	1	2	233
395	1	3	166
395	1	4	351
395	1	5	359
396	2	1	528
396	2	2	430
396	2	3	337
396	2	4	556
396	2	5	200
397	3	1	828
397	3	2	659
397	3	3	532
397	3	4	492
397	3	5	443
398	4	1	263
398	4	2	383
398	4	3	304
398	4	4	236
398	4	5	348
399	5	1	558
399	5	2	430
399	5	3	415
399	5	4	351
399	5	5	719
400	6	1	42
400	6	2	46
400	6	3	26
400	6	5	25
401	7	4	25
402	1	1	406
402	1	2	356
402	1	3	207
402	1	4	351
402	1	5	419
403	2	1	380
403	2	2	384
403	2	3	259
403	2	4	468
403	2	5	424
404	3	1	611
404	3	2	387
404	3	3	290
404	3	4	219
404	3	5	280
405	4	1	465
405	4	2	451
405	4	3	171
405	4	4	215
405	4	5	366
406	5	1	287
406	5	2	221
406	5	3	270
406	5	4	211
406	5	5	359
407	6	5	25
408	7	5	22
409	1	1	34
409	1	2	25
410	2	1	781
410	2	2	676
410	2	3	389
410	2	4	556
410	2	5	674
411	3	1	710
411	3	2	401
411	3	3	532
411	3	4	383
411	3	5	443
412	4	1	356
412	4	2	315
412	4	3	342
412	4	4	279
412	4	5	311
413	5	1	338
413	5	2	393
413	5	3	249
413	5	4	141
413	5	5	339
414	6	1	21
414	6	2	31
414	6	3	26
414	6	4	29
414	6	5	75
415	1	1	439
415	1	2	332
415	1	3	373
415	1	4	398
415	1	5	359
416	2	1	444
416	2	2	461
416	2	3	415
416	2	4	176
416	2	5	374
417	3	1	355
417	3	2	373
417	3	3	218
417	3	4	410
417	3	5	326
418	4	1	449
418	4	2	631
418	4	3	342
418	4	4	150
418	4	5	604
419	5	1	456
419	5	2	406
419	5	3	353
419	5	4	211
419	5	5	459
420	6	1	84
420	6	2	61
420	6	3	78
420	6	4	59
420	6	5	75
421	7	5	22
422	1	1	541
422	1	2	283
422	1	3	435
422	1	4	492
422	1	5	319
423	2	1	824
423	2	2	461
423	2	3	337
423	2	4	586
423	2	5	399
424	3	1	355
424	3	2	444
424	3	3	339
424	3	4	246
424	3	5	419
425	4	1	356
425	4	2	248
425	4	3	209
425	4	4	86
425	4	5	201
426	5	1	693
426	5	2	406
426	5	3	332
426	5	4	258
426	5	5	559
427	6	1	21
427	6	2	77
427	6	3	78
427	6	4	29
427	6	5	25
428	1	1	473
428	1	2	406
428	1	3	332
428	1	4	351
428	1	5	339
429	2	1	465
429	2	2	384
429	2	3	337
429	2	4	439
429	2	5	549
430	3	1	355
430	3	2	272
430	3	3	314
430	3	4	246
430	3	5	676
431	5	2	12
432	6	2	46
432	6	3	26
433	7	1	842
433	7	2	306
433	7	3	449
433	7	4	431
433	7	5	562
434	1	1	524
434	1	2	246
434	1	3	311
434	1	4	141
434	1	5	399
435	2	1	655
435	2	2	507
435	2	3	311
435	2	4	410
435	2	5	374
436	3	1	552
436	3	2	301
436	3	3	363
436	3	4	273
436	3	5	536
437	4	1	527
437	4	2	428
437	4	3	532
437	4	4	193
437	4	5	604
438	5	1	270
438	5	2	455
438	5	3	353
438	5	4	211
438	5	5	339
439	6	2	77
439	6	3	26
439	6	4	88
440	1	1	372
440	1	2	258
440	1	3	249
440	1	4	281
440	1	5	439
441	2	1	570
441	2	2	338
441	2	3	544
441	2	4	205
441	2	5	200
442	3	1	335
442	3	2	502
442	3	3	218
442	3	4	164
442	3	5	536
443	4	1	248
443	4	2	259
443	4	3	209
443	4	4	258
443	4	5	256
444	5	1	389
444	5	2	344
444	5	3	249
444	5	4	305
444	5	5	399
445	6	1	21
445	6	2	77
445	6	3	52
445	6	4	88
445	6	5	25
446	7	1	18
447	1	1	574
447	1	2	283
447	1	3	311
447	1	4	305
447	1	5	339
448	2	1	465
448	2	2	323
448	2	3	415
448	2	4	264
448	2	5	374
449	3	1	197
449	3	2	258
449	3	3	242
449	3	4	137
449	3	5	256
450	4	1	248
450	4	2	248
450	4	3	228
450	4	4	236
450	4	5	293
451	5	1	321
451	5	2	270
451	5	3	270
451	5	4	305
451	5	5	379
452	6	2	46
452	6	3	52
452	6	5	25
453	1	1	456
453	1	2	406
453	1	3	270
453	1	4	211
453	1	5	519
454	2	1	380
454	2	2	338
454	2	3	363
454	2	4	264
454	2	5	424
455	3	1	177
455	3	2	272
455	3	3	363
455	3	4	164
455	3	5	326
456	4	1	248
456	4	2	293
456	4	3	171
456	4	4	86
456	4	5	403
457	5	1	270
457	5	2	688
457	5	3	560
457	5	4	281
457	5	5	539
458	6	1	84
458	6	2	15
458	6	4	29
458	6	5	25
459	7	4	25
459	7	5	22
460	2	1	697
460	2	2	476
460	2	3	726
460	2	4	410
460	2	5	599
461	3	1	434
461	3	2	387
461	3	3	194
461	3	4	273
461	3	5	373
462	4	1	279
462	4	2	237
462	4	3	152
462	4	4	193
462	4	5	220
463	5	1	507
463	5	2	295
463	5	3	332
463	5	4	281
463	5	5	359
464	6	1	42
464	6	2	31
464	6	3	26
464	6	5	25
465	7	2	13
466	1	1	439
466	1	2	455
466	1	3	394
466	1	4	351
466	1	5	280
467	2	1	275
467	2	2	384
467	2	3	233
467	2	4	146
467	2	5	250
468	3	1	197
468	3	2	229
468	3	3	145
468	3	4	246
468	3	5	256
469	4	1	341
469	4	2	191
469	4	3	95
469	4	4	215
469	4	5	183
470	5	1	287
470	5	2	406
470	5	3	124
470	5	4	187
470	5	5	379
471	6	1	106
471	6	2	31
471	6	5	75
472	1	1	507
472	1	2	209
472	1	3	228
472	1	4	305
472	1	5	240
473	2	1	507
473	2	2	230
473	2	3	363
473	2	4	264
473	2	5	349
474	3	1	375
474	3	2	444
474	3	3	339
474	3	4	328
474	3	5	466
475	4	1	217
475	4	2	293
475	4	3	133
475	4	4	236
475	4	5	348
476	5	1	439
476	5	2	258
476	5	3	145
476	5	4	328
476	5	5	200
477	6	1	21
477	6	2	31
477	6	3	52
477	6	4	29
478	1	1	439
478	1	2	221
478	1	3	249
478	1	4	328
478	1	5	379
479	2	1	612
479	2	2	307
479	2	3	389
479	2	4	234
479	2	5	474
480	3	1	532
480	3	2	645
480	3	3	411
480	3	4	219
480	3	5	676
481	4	1	356
481	4	2	304
481	4	3	266
481	4	4	193
481	4	5	348
482	5	1	253
482	5	2	492
482	5	3	477
482	5	4	328
482	5	5	499
483	6	1	42
483	6	2	61
483	6	3	104
483	6	4	59
483	6	5	25
484	1	1	372
484	1	2	221
484	1	3	207
484	1	4	164
484	1	5	220
485	2	1	718
485	2	2	522
485	2	3	415
485	2	4	468
485	2	5	699
486	3	1	493
486	3	2	545
486	3	3	339
486	3	4	301
486	3	5	349
487	4	1	294
487	4	2	259
487	4	3	304
487	4	4	301
487	4	5	384
488	5	1	304
488	5	2	381
488	5	3	228
488	5	4	422
488	5	5	419
489	6	1	21
489	6	2	61
489	6	5	25
490	1	1	355
490	1	2	455
490	1	3	332
490	1	4	422
490	1	5	419
491	2	1	549
491	2	2	599
491	2	3	311
491	2	4	351
491	2	5	399
492	3	1	414
492	3	2	229
492	3	3	411
492	3	4	328
492	3	5	349
493	4	1	170
493	4	2	338
493	4	3	285
493	4	4	107
493	4	5	366
494	5	1	372
494	5	2	418
494	5	3	270
494	5	4	234
494	5	5	200
495	6	2	46
495	6	3	52
495	6	4	29
495	6	5	25
496	1	1	287
496	1	2	369
496	1	3	332
496	1	4	398
496	1	5	679
497	2	1	380
497	2	2	353
497	2	3	518
497	2	4	322
497	2	5	499
498	3	1	276
498	3	2	315
498	3	3	266
498	3	4	492
498	3	5	443
499	4	1	341
499	4	2	248
499	4	3	342
499	4	4	215
499	4	5	366
500	5	1	321
500	5	2	393
500	5	3	249
500	5	4	351
500	5	5	539
501	6	1	21
501	6	2	77
501	6	5	150
502	1	1	203
502	1	2	430
502	1	3	290
502	1	4	258
502	1	5	559
503	2	1	317
503	2	2	445
503	2	3	389
503	2	4	264
503	2	5	324
504	3	1	394
504	3	2	330
504	3	3	145
504	3	4	137
504	3	5	489
505	4	1	387
505	4	2	315
505	4	3	342
505	4	4	301
505	4	5	311
506	5	1	237
506	5	2	283
506	5	3	228
506	5	4	117
506	5	5	379
507	6	2	15
507	6	3	26
508	1	1	270
508	1	2	332
508	1	3	373
508	1	4	281
508	1	5	499
509	2	1	422
509	2	2	323
509	2	3	363
509	2	4	117
509	2	5	524
510	3	1	237
510	3	2	186
510	3	3	314
510	3	4	273
510	3	5	303
511	4	1	279
511	4	2	180
511	4	3	190
511	4	4	215
511	4	5	311
512	5	1	338
512	5	2	209
512	5	3	207
512	5	4	258
512	5	5	379
513	6	2	15
513	6	3	104
513	6	4	29
513	6	5	100
514	1	1	524
514	1	2	455
514	1	3	353
514	1	4	211
514	1	5	479
515	2	1	507
515	2	2	599
515	2	3	622
515	2	4	410
515	2	5	649
516	3	1	276
516	3	2	330
516	3	3	363
516	3	4	246
516	3	5	443
517	4	1	170
517	4	2	146
517	4	3	228
517	4	4	150
517	4	5	329
518	5	1	406
518	5	2	270
518	5	3	249
518	5	4	141
518	5	5	479
519	6	1	84
519	6	2	46
519	6	3	52
519	6	5	25
520	1	1	422
520	1	2	393
520	1	3	477
520	1	4	305
520	1	5	479
521	2	1	338
521	2	2	184
521	2	3	156
521	2	4	264
521	2	5	474
522	3	1	315
522	3	2	272
522	3	3	266
522	3	4	219
522	3	5	349
523	4	1	201
523	4	2	214
523	4	3	247
523	4	4	193
523	4	5	275
524	5	1	220
524	5	2	209
524	5	3	332
524	5	4	117
524	5	5	499
525	6	1	63
525	6	2	31
525	6	3	104
525	6	5	50
526	1	1	422
526	1	2	307
526	1	3	228
526	1	4	351
526	1	5	559
527	2	1	338
527	2	2	384
527	2	3	311
527	2	4	234
527	2	5	674
528	3	1	572
528	3	2	229
528	3	3	314
528	3	4	219
528	3	5	373
529	4	1	403
529	4	2	259
529	4	3	209
529	4	4	236
529	4	5	403
530	5	1	203
530	5	2	258
530	5	3	290
530	5	4	94
530	5	5	220
531	6	1	127
531	6	2	77
531	6	3	26
531	6	5	75
532	7	2	13
533	1	1	338
533	1	2	283
533	1	3	353
533	1	4	351
533	1	5	499
534	2	1	380
534	2	2	445
534	2	3	311
534	2	4	264
534	2	5	649
535	3	1	217
535	3	2	344
535	3	3	266
535	3	4	55
535	3	5	489
536	4	1	263
536	4	2	248
536	4	3	266
536	4	4	193
536	4	5	329
537	5	1	406
537	5	2	221
537	5	3	435
537	5	4	211
537	5	5	479
538	6	1	21
538	6	2	31
538	6	3	26
538	6	4	59
538	6	5	75
539	1	1	676
539	1	2	393
539	1	3	518
539	1	4	398
539	1	5	779
540	2	1	655
540	2	2	323
540	2	3	492
540	2	4	322
540	2	5	674
541	3	1	473
541	3	2	401
541	3	3	532
541	3	4	137
541	3	5	536
542	4	1	232
542	4	2	270
542	4	3	361
542	4	4	279
542	4	5	329
543	5	1	406
543	5	2	553
543	5	3	498
543	5	4	328
543	5	5	559
544	6	1	21
544	6	2	61
544	6	3	52
544	6	4	59
544	6	5	25
545	2	1	570
545	2	2	829
545	2	3	829
545	2	4	468
545	2	5	1348
546	3	1	473
546	3	2	516
546	3	3	677
546	3	4	273
546	3	5	326
547	4	1	294
547	4	2	338
547	4	3	380
547	4	4	279
547	4	5	311
548	5	1	355
548	5	2	479
548	5	3	435
548	5	4	305
548	5	5	459
549	6	1	84
549	6	2	77
549	6	3	52
549	6	4	29
549	6	5	75
550	1	1	439
550	1	2	442
550	1	3	498
550	1	4	351
550	1	5	479
551	2	1	528
551	2	2	430
551	2	3	518
551	2	4	381
551	2	5	374
552	3	1	217
552	3	2	387
552	3	3	169
552	3	4	137
552	3	5	280
553	4	1	232
553	4	2	259
553	4	3	323
553	4	4	215
553	4	5	384
554	5	1	406
554	5	2	356
554	5	3	498
554	5	4	398
554	5	5	439
555	6	1	84
555	6	2	46
555	6	5	75
556	1	1	507
556	1	2	307
556	1	3	311
556	1	4	492
556	1	5	539
557	2	1	549
557	2	2	430
557	2	3	544
557	2	4	322
557	2	5	374
558	3	1	355
558	3	2	358
558	3	3	314
558	3	4	355
558	3	5	419
559	4	1	310
559	4	2	383
559	4	3	399
559	4	4	107
559	4	5	458
560	5	1	355
560	5	2	811
560	5	3	809
560	5	4	211
560	5	5	779
561	6	1	63
561	6	2	108
561	6	3	52
561	6	4	59
561	6	5	100
562	7	1	128
562	7	2	319
562	7	3	247
562	7	4	76
562	7	5	498
563	1	1	490
563	1	2	541
563	1	3	456
563	1	4	609
563	1	5	819
564	2	1	570
564	2	2	845
564	2	3	492
564	2	4	556
564	2	5	674
565	3	1	20
565	3	2	14
565	3	3	24
565	3	4	27
565	3	5	47
566	1	2	12
566	1	5	40
567	2	2	15
568	3	1	848
568	3	2	989
568	3	3	1016
568	3	4	765
568	3	5	1165
569	4	1	558
569	4	2	372
569	4	3	646
569	4	4	344
569	4	5	476
570	5	1	473
570	5	2	467
570	5	3	684
570	5	4	351
570	5	5	479
571	6	1	380
571	6	2	461
571	6	3	544
571	6	4	205
571	6	5	374
572	7	2	13
572	7	5	22
573	1	1	743
573	1	2	565
573	1	3	601
573	1	4	468
573	1	5	719
574	2	1	486
574	2	2	553
574	2	3	622
574	2	4	381
574	2	5	399
575	3	1	532
575	3	2	573
575	3	3	339
575	3	4	465
575	3	5	373
576	4	1	310
576	4	2	360
576	4	3	228
576	4	4	258
576	4	5	311
577	5	1	237
577	5	2	307
577	5	3	228
577	5	4	281
577	5	5	379
578	6	1	21
578	6	2	92
578	6	3	26
578	6	4	29
578	6	5	25
579	1	1	338
579	1	2	406
579	1	3	435
579	1	4	234
579	1	5	379
580	2	1	528
580	2	2	353
580	2	3	492
580	2	4	88
580	2	5	624
581	3	1	453
581	3	2	244
581	3	3	581
581	3	4	246
581	3	5	443
582	4	1	170
582	4	2	338
582	4	3	266
582	4	4	172
582	4	5	366
583	5	1	304
583	5	2	295
583	5	3	353
583	5	4	70
583	5	5	359
584	6	1	42
584	6	2	46
584	6	3	26
584	6	4	29
584	6	5	75
585	1	1	355
585	1	2	270
585	1	3	498
585	1	4	351
585	1	5	519
586	2	1	655
586	2	2	660
586	2	3	441
586	2	4	234
586	2	5	399
587	3	1	296
587	3	2	530
587	3	3	484
587	3	4	355
587	3	5	396
588	4	1	341
588	4	2	518
588	4	3	532
588	4	4	344
588	4	5	659
589	5	1	270
589	5	2	356
589	5	3	353
589	5	4	141
589	5	5	459
590	6	2	15
591	1	1	507
591	1	2	492
591	1	3	353
591	1	4	305
591	1	5	479
592	2	1	465
592	2	2	415
592	2	3	441
592	2	4	176
592	2	5	449
593	3	1	276
593	3	2	416
593	3	3	411
593	3	4	519
593	3	5	140
594	4	1	325
594	4	2	327
594	4	3	247
594	4	4	150
594	4	5	293
595	5	1	338
595	5	2	369
595	5	3	311
595	5	4	281
595	5	5	419
596	6	1	21
596	6	2	46
596	6	3	26
596	6	4	88
596	6	5	75
597	1	1	372
597	1	2	467
597	1	3	498
597	1	4	305
597	1	5	399
598	2	1	422
598	2	2	292
598	2	3	311
598	2	4	293
598	2	5	374
599	3	1	414
599	3	2	344
599	3	3	435
599	3	4	301
599	3	5	373
600	4	1	217
600	4	2	237
600	4	3	304
600	4	4	107
600	4	5	220
601	5	1	338
601	5	2	319
601	5	3	518
601	5	4	258
601	5	5	499
602	6	1	42
602	6	2	46
602	6	3	78
602	6	4	29
602	6	5	50
603	7	5	22
604	1	1	574
604	1	2	467
604	1	3	581
604	1	4	234
604	1	5	319
605	2	1	528
605	2	2	660
605	2	3	389
605	2	4	205
605	2	5	574
606	3	1	315
606	3	2	344
606	3	3	460
606	3	4	191
606	3	5	559
607	4	1	279
607	4	2	372
607	4	3	266
607	4	4	258
607	4	5	293
608	5	1	253
608	5	2	455
608	5	3	435
608	5	4	234
608	5	5	379
609	6	1	42
609	6	2	46
609	6	3	104
609	6	4	29
609	6	5	25
610	1	1	372
610	1	2	356
610	1	3	435
610	1	4	281
610	1	5	419
611	2	1	486
611	2	2	430
611	2	3	492
611	2	4	410
611	2	5	424
612	3	1	375
612	3	2	344
612	3	3	290
612	3	4	273
612	3	5	303
613	4	1	279
613	4	2	191
613	4	3	342
613	4	4	193
613	4	5	238
614	5	1	237
614	5	2	393
614	5	3	249
614	5	4	211
614	5	5	319
615	6	1	63
615	6	2	92
615	6	3	26
615	6	4	88
615	6	5	75
616	1	1	507
616	1	2	295
616	1	3	518
616	1	4	375
616	1	5	599
617	2	1	486
617	2	2	261
617	2	3	389
617	2	4	293
617	2	5	349
618	3	1	473
618	3	2	272
618	3	3	290
618	3	4	301
618	3	5	419
619	4	1	356
619	4	2	383
619	4	3	361
619	4	4	193
619	4	5	348
620	5	1	220
620	5	2	344
620	5	3	290
620	5	4	305
620	5	5	300
621	6	1	42
621	6	2	92
621	6	3	52
621	6	5	75
622	1	1	490
622	1	2	442
622	1	3	415
622	1	4	258
622	1	5	419
623	2	1	739
623	2	2	507
623	2	3	285
623	2	4	410
623	2	5	549
624	3	1	473
624	3	2	358
624	3	3	194
624	3	4	246
624	3	5	233
625	4	1	310
625	4	2	462
625	4	3	342
625	4	4	215
625	4	5	366
626	5	1	574
626	5	2	430
626	5	3	249
626	5	4	94
626	5	5	359
627	6	1	21
627	6	2	15
627	6	3	52
627	6	5	50
628	1	1	422
628	1	2	319
628	1	3	311
628	1	4	422
628	1	5	639
629	2	1	422
629	2	2	276
629	2	3	492
629	2	4	322
629	2	5	524
630	3	1	434
630	3	2	258
630	3	3	290
630	3	4	328
630	3	5	419
631	4	1	279
631	4	2	270
631	4	3	285
631	4	4	150
631	4	5	348
632	5	1	287
632	5	2	553
632	5	3	581
632	5	4	117
632	5	5	439
633	6	1	21
633	6	2	61
633	6	3	104
634	1	1	253
634	1	2	197
634	1	3	332
634	1	4	492
634	1	5	319
635	2	1	612
635	2	2	707
635	2	3	596
635	2	4	527
635	2	5	649
636	3	1	473
636	3	2	330
636	3	3	460
636	3	4	301
636	3	5	396
637	4	1	155
637	4	2	135
637	4	3	171
637	4	4	107
637	4	5	201
638	5	1	321
638	5	2	393
638	5	3	373
638	5	4	258
638	5	5	499
639	6	1	84
639	6	2	31
639	6	5	25
640	7	4	25
641	1	1	507
641	1	2	307
641	1	3	560
641	1	4	234
641	1	5	559
642	2	1	275
642	2	2	184
642	2	3	233
642	2	4	176
642	2	5	424
643	3	1	158
643	3	2	172
643	3	3	97
643	3	4	711
643	3	5	140
644	4	1	17
644	4	2	37
644	4	3	21
645	7	1	1642
645	7	2	1412
645	7	3	1007
645	7	4	944
645	7	5	2058
646	1	1	1312
646	1	2	1021
646	1	3	1089
646	1	4	897
646	1	5	1485
647	2	1	2102
647	2	2	1546
647	2	3	1106
647	2	4	1025
647	2	5	1447
648	3	1	992
648	3	2	659
648	3	3	714
648	3	4	359
648	3	5	892
649	4	1	1254
649	4	2	1096
649	4	3	1185
649	4	4	986
649	4	5	1221
650	5	1	758
650	5	2	995
650	5	3	885
650	5	4	640
650	5	5	1223
651	6	1	439
651	6	2	151
651	6	3	28
651	6	4	96
651	6	5	82
652	1	1	795
652	1	2	941
652	1	3	590
652	1	4	666
652	1	5	1267
653	2	1	1132
653	2	2	638
653	2	3	369
653	2	4	705
653	2	5	628
654	3	1	539
654	3	2	439
654	3	3	635
654	3	4	359
654	3	5	510
655	4	1	695
655	4	2	419
655	4	3	582
655	4	4	305
655	4	5	721
656	5	1	832
656	5	2	511
656	5	3	522
656	5	4	436
656	5	5	568
657	6	1	69
657	6	2	118
657	6	3	142
657	6	4	64
657	6	5	55
658	7	5	24
659	1	1	573
659	1	2	578
659	1	3	590
659	1	4	461
659	1	5	1223
660	2	1	716
660	2	2	504
660	2	3	567
660	2	4	352
660	2	5	655
661	3	1	862
661	3	2	455
661	3	3	476
661	3	4	448
661	3	5	713
662	4	1	559
662	4	2	480
662	4	3	686
662	4	4	235
662	4	5	541
663	5	1	591
663	5	2	538
663	5	3	590
663	5	4	487
663	5	5	677
664	6	1	116
664	6	2	67
664	6	3	142
664	6	4	128
664	6	5	246
665	7	5	24
666	1	1	462
666	1	2	524
666	1	3	590
666	1	4	461
666	1	5	655
667	2	1	693
667	2	2	672
667	2	3	822
667	2	4	384
667	2	5	955
668	3	1	625
668	3	2	533
668	3	3	1085
668	3	4	717
668	3	5	917
669	4	1	745
669	4	2	320
669	4	3	437
669	4	4	564
669	4	5	480
670	5	1	573
670	5	2	591
670	5	3	454
670	5	4	436
670	5	5	655
671	6	1	46
671	6	2	168
671	6	3	170
671	6	4	32
671	6	5	55
672	1	1	776
672	1	2	497
672	1	3	635
672	1	4	666
672	1	5	895
673	2	1	762
673	2	2	689
673	2	3	709
673	2	4	737
673	2	5	601
674	3	1	1035
674	3	2	784
674	3	3	556
674	3	4	747
674	3	5	713
675	4	1	576
675	4	2	357
675	4	3	499
675	4	4	517
675	4	5	581
676	5	1	665
676	5	2	591
676	5	3	363
676	5	4	333
676	5	5	612
677	6	1	69
677	6	2	67
677	6	3	85
677	6	4	64
677	6	5	82
678	1	1	906
678	1	2	645
678	1	3	975
678	1	4	512
678	1	5	1179
679	2	1	1363
679	2	2	874
679	2	3	907
679	2	4	640
679	2	5	846
680	3	1	884
680	3	2	721
680	3	3	926
680	3	4	658
680	3	5	688
681	4	1	762
681	4	2	567
681	4	3	1351
681	4	4	540
681	4	5	921
682	5	1	813
682	5	2	578
682	5	3	862
682	5	4	640
682	5	5	808
683	6	1	162
683	6	2	50
683	6	3	57
683	6	4	192
683	6	5	191
684	7	1	440
684	7	2	626
684	7	3	467
684	7	4	278
684	7	5	852
685	1	1	1423
685	1	2	766
685	1	3	726
685	1	4	743
685	1	5	1245
686	2	1	485
686	2	2	353
686	2	3	113
686	2	4	352
686	2	5	737
687	2	1	23
688	3	1	970
688	3	2	800
688	3	3	820
688	3	4	568
688	3	5	1554
689	4	1	932
689	4	2	862
689	4	3	728
689	4	4	752
689	4	5	1121
690	5	1	702
690	5	2	511
690	5	3	839
690	5	4	692
690	5	5	917
691	6	1	416
691	6	2	151
691	6	3	539
691	6	4	448
691	6	5	519
692	1	1	758
692	1	2	820
692	1	3	1315
692	1	4	1153
692	1	5	786
693	2	1	855
693	2	2	722
693	2	3	1049
693	2	4	833
693	2	5	573
694	3	1	431
694	3	2	361
694	3	3	423
694	3	4	329
694	3	5	510
695	4	1	356
695	4	2	370
695	4	3	229
695	4	4	282
695	4	5	240
696	5	1	388
696	5	2	282
696	5	3	386
696	5	4	359
696	5	5	393
697	6	1	139
697	6	2	34
697	6	3	85
697	6	4	32
698	1	1	351
698	1	2	323
698	1	3	408
698	1	4	487
698	1	5	459
699	2	1	624
699	2	2	403
699	2	3	567
699	2	4	448
699	2	5	437
700	3	1	345
700	3	2	298
700	3	3	132
700	3	4	269
700	3	5	382
701	4	1	390
701	4	2	357
701	4	3	270
701	4	4	376
701	4	5	300
702	5	1	444
702	5	2	336
702	5	3	408
702	5	4	154
702	5	5	284
703	6	1	69
703	6	2	84
703	6	3	28
703	6	5	55
704	1	1	573
704	1	2	390
704	1	3	227
704	1	4	794
704	1	5	524
705	2	1	693
705	2	2	269
705	2	3	425
705	2	4	640
705	2	5	464
706	3	1	798
706	3	2	251
706	3	3	265
706	3	4	389
706	3	5	204
707	4	1	288
707	4	2	296
707	4	3	291
707	4	4	329
707	4	5	320
708	5	1	573
708	5	2	336
708	5	3	204
708	5	4	333
708	5	5	218
709	6	1	208
709	6	2	218
709	6	3	198
709	6	4	160
709	6	5	164
710	1	1	758
710	1	2	403
710	1	3	635
710	1	4	384
710	1	5	437
711	2	1	785
711	2	2	487
711	2	3	369
711	2	4	384
711	2	5	300
712	3	1	582
712	3	2	643
712	3	3	238
712	3	4	478
712	3	5	510
713	4	1	407
713	4	2	197
713	4	3	125
713	4	4	211
713	4	5	200
714	5	1	684
714	5	2	255
714	5	3	181
714	5	4	205
714	5	5	371
715	6	1	116
715	6	2	84
715	6	3	57
715	6	4	64
715	6	5	55
716	1	1	536
716	1	2	470
716	1	3	318
716	1	4	410
716	1	5	546
717	2	1	531
717	2	2	403
717	2	3	198
717	2	4	384
717	2	5	491
718	3	1	496
718	3	2	455
718	3	3	318
718	3	4	209
718	3	5	306
719	4	1	373
719	4	2	185
719	4	3	166
719	4	4	258
719	4	5	120
720	5	1	444
720	5	2	403
720	5	3	340
720	5	4	256
720	5	5	459
721	6	5	55
722	1	2	13
723	2	1	1086
723	2	2	689
723	2	3	369
723	2	4	608
723	2	5	628
724	3	1	819
724	3	2	392
724	3	3	529
724	3	4	389
724	3	5	561
725	4	1	271
725	4	2	296
725	4	3	270
725	4	4	211
725	4	5	300
726	5	1	407
726	5	2	470
726	5	3	272
726	5	4	384
726	5	5	502
727	6	1	46
727	6	2	34
727	6	4	32
727	6	5	27
728	7	1	20
729	1	1	462
729	1	2	430
729	1	3	363
729	1	4	461
729	1	5	328
730	2	1	462
730	2	2	403
730	2	3	425
730	2	4	352
730	2	5	382
731	3	1	259
731	3	2	361
731	3	3	265
731	3	4	239
731	3	5	331
732	4	1	356
732	4	2	283
732	4	3	187
732	4	4	188
732	4	5	340
733	5	1	240
733	5	2	390
733	5	3	136
733	5	4	282
733	5	5	262
734	6	1	46
734	6	2	17
734	6	3	57
734	6	4	128
734	6	5	27
735	1	1	536
735	1	2	444
735	1	3	386
735	1	4	512
735	1	5	546
736	2	1	924
736	2	2	554
736	2	3	340
736	2	4	512
736	2	5	655
737	3	1	410
737	3	2	392
737	3	3	582
737	3	4	299
737	3	5	331
738	4	1	220
738	4	2	234
738	4	3	187
738	4	4	164
738	4	5	300
739	5	1	296
739	5	2	323
739	5	3	249
739	5	4	307
739	5	5	349
740	6	1	46
740	6	2	101
740	6	3	85
740	6	4	64
740	6	5	82
741	1	1	480
741	1	2	564
741	1	3	703
741	1	4	307
741	1	5	437
742	2	1	716
742	2	2	470
742	2	3	482
742	2	4	480
742	2	5	682
743	3	1	453
743	3	2	345
743	3	3	344
743	3	4	478
743	3	5	535
744	4	1	390
744	4	2	431
744	4	3	270
744	4	4	305
744	4	5	621
745	5	2	27
746	1	1	610
746	1	2	470
746	1	3	567
746	1	4	564
746	1	5	939
747	2	1	485
747	2	2	487
747	2	3	340
747	2	4	416
747	2	5	655
748	3	1	711
748	3	2	596
748	3	3	423
748	3	4	508
748	3	5	586
749	4	1	407
749	4	2	209
749	4	3	437
749	4	4	423
749	4	5	400
750	5	1	554
750	5	2	376
750	5	3	431
750	5	4	256
750	5	5	437
751	6	1	46
751	6	2	67
751	6	3	85
751	6	4	96
751	6	5	27
752	1	1	462
752	1	2	349
752	1	3	544
752	1	4	461
752	1	5	568
753	2	1	647
753	2	2	487
753	2	3	312
753	2	4	480
753	2	5	546
754	3	1	367
754	3	2	455
754	3	3	318
754	3	4	359
754	3	5	382
755	4	1	322
755	4	2	320
755	4	3	395
755	4	4	399
755	4	5	380
756	5	1	277
756	5	2	282
756	5	3	295
756	5	4	179
756	5	5	328
757	6	1	92
757	6	2	50
757	6	3	113
757	6	4	32
757	6	5	27
758	1	1	610
758	1	2	511
758	1	3	930
758	1	4	384
758	1	5	874
759	2	1	601
759	2	2	319
759	2	3	312
759	2	4	416
759	2	5	300
760	3	1	431
760	3	2	423
760	3	3	212
760	3	4	299
760	3	5	357
761	4	1	237
761	4	2	283
761	4	3	395
761	4	4	305
761	4	5	300
762	5	1	296
762	5	2	336
762	5	3	680
